numero_de_cliente	clase_ternaria	prob	prob_1	prob_2	prob_3	prob_4	prob_5	prob_6	prob_7	prob_8	prob_9	prob_10	prob_11	prob_12	prob_13	prob_14	prob_15	prob_16	prob_17	prob_18	prob_19	prob_20
29186441	CONTINUA	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012	0.0011440764170012
29187730	CONTINUA	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638	0.000193365703126638
29187961	CONTINUA	0.00111585389507882	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507882	0.00111585389507883	0.00111585389507883	0.00111585389507883	0.00111585389507883
29193101	CONTINUA	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625	0.000859825642511625
29193281	CONTINUA	0.000442311720734925	0.000442311720734925	0.000442311720734926	0.000442311720734925	0.000442311720734924	0.000442311720734927	0.000442311720734926	0.000442311720734924	0.000442311720734924	0.000442311720734926	0.000442311720734924	0.000442311720734925	0.000442311720734924	0.000442311720734924	0.000442311720734925	0.000442311720734926	0.000442311720734924	0.000442311720734927	0.000442311720734924	0.000442311720734927	0.000442311720734924
29198891	CONTINUA	0.000915306976565935	0.000915306976565936	0.000915306976565936	0.000915306976565935	0.000915306976565936	0.000915306976565934	0.000915306976565935	0.000915306976565935	0.000915306976565936	0.000915306976565936	0.000915306976565935	0.000915306976565936	0.000915306976565935	0.000915306976565936	0.000915306976565936	0.000915306976565936	0.000915306976565936	0.000915306976565936	0.000915306976565936	0.000915306976565936	0.000915306976565936
29200651	CONTINUA	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032	0.00284010364781032
29200770	CONTINUA	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.11883061448579e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05	1.1188306144858e-05
29201701	CONTINUA	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592	0.000375156061550592
29205441	CONTINUA	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547	0.00535380981161547
